participant_ID,task,effect,phase,group,rater_identifier,clarity_coherence,causal_reasoning,theoretical_depth,creativity,persuasiveness,overall_quality,topic_expert
phd_contributor_7x004,gender,main,post,0,gpt-5.5,3.0,3.0,2.0,2.0,2.0,2.4,0
phd_contributor_81m5u,gender,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_872ey,gender,main,post,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_8fcno,gender,main,post,0,gpt-5.5,7.0,6.0,6.0,4.0,6.0,5.8,0
phd_contributor_9b8k7,gender,main,post,0,gpt-5.5,6.0,4.0,4.0,4.0,4.0,4.4,0
phd_contributor_9pm5a,gender,main,post,0,gpt-5.5,5.0,4.0,3.0,2.0,3.0,3.4,0
phd_contributor_ama1n,gender,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_ayd29,gender,main,post,0,gpt-5.5,9.0,9.0,8.0,7.0,8.0,8.2,0
phd_contributor_blzc1,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_c5rzh,gender,main,post,0,gpt-5.5,8.0,6.0,5.0,4.0,6.0,5.8,0
phd_contributor_c5sgk,gender,main,post,0,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,0
phd_contributor_c9vs4,gender,main,post,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_dpw1t,gender,main,post,0,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,0
phd_contributor_drr4r,gender,main,post,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_dwdg8,gender,main,post,0,gpt-5.5,6.0,4.0,3.0,4.0,4.0,4.2,0
phd_contributor_fojz7,gender,main,post,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_giyw7,gender,main,post,0,gpt-5.5,8.0,7.0,7.0,5.0,7.0,6.8,1
phd_contributor_iuy3c,gender,main,post,0,gpt-5.5,6.0,7.0,7.0,7.0,6.0,6.6,0
phd_contributor_iv4qg,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_kmwj4,gender,main,post,0,gpt-5.5,7.0,8.0,7.0,7.0,7.0,7.2,0
phd_contributor_kyj4r,gender,main,post,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_le01h,gender,main,post,0,gpt-5.5,5.0,4.0,3.0,2.0,4.0,3.6,0
phd_contributor_ly6qj,gender,main,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,1
phd_contributor_mcaaw,gender,main,post,0,gpt-5.5,8.0,8.0,7.0,7.0,8.0,7.6,1
phd_contributor_mdmrd,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_mfkek,gender,main,post,0,gpt-5.5,8.0,6.0,6.0,4.0,6.0,6.0,0
phd_contributor_mrqrj,gender,main,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_ogfiu,gender,main,post,0,gpt-5.5,7.0,6.0,6.0,5.0,6.0,6.0,0
phd_contributor_rvget,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_u3rga,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_ul2n5,gender,main,post,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_upzfq,gender,main,post,0,gpt-5.5,7.0,5.0,4.0,2.0,5.0,4.6,0
phd_contributor_wbgok,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_wqux6,gender,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_yedjp,gender,main,post,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_yg9p5,gender,main,post,0,gpt-5.5,6.0,6.0,5.0,4.0,6.0,5.4,0
phd_contributor_z2j87,gender,main,post,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_z7ttj,gender,main,post,0,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,0
phd_contributor_z9ezk,gender,main,post,0,gpt-5.5,7.0,7.0,6.0,6.0,7.0,6.6,0
phd_contributor_zbjey,gender,main,post,0,gpt-5.5,5.0,2.0,2.0,2.0,2.0,2.6,0
phd_contributor_zcof0,gender,main,post,0,gpt-5.5,8.0,8.0,8.0,7.0,7.0,7.6,0
phd_contributor_zi2lh,gender,main,post,0,gpt-5.5,7.0,6.0,5.0,5.0,5.0,5.6,0
senior_contributor_5cvcm,gender,main,post,1,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
senior_contributor_8pxf3,gender,main,post,1,gpt-5.5,8.0,8.0,7.0,5.0,8.0,7.2,1
senior_contributor_ecdev,gender,main,post,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_h1ror,gender,main,post,1,gpt-5.5,7.0,6.0,5.0,3.0,6.0,5.4,1
senior_contributor_jakh3,gender,main,post,1,gpt-5.5,7.0,6.0,5.0,4.0,5.0,5.4,1
senior_contributor_mkvct,gender,main,post,1,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,1
senior_contributor_mxspa,gender,main,post,1,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,1
senior_contributor_ogh5x,gender,main,post,1,gpt-5.5,6.0,2.0,1.0,1.0,2.0,2.4,0
senior_contributor_tjek9,gender,main,post,1,gpt-5.5,8.0,6.0,5.0,3.0,6.0,5.6,1
senior_contributor_uhvrz,gender,main,post,1,gpt-5.5,6.0,6.0,5.0,5.0,6.0,5.6,1
senior_contributor_unrjy,gender,main,post,1,gpt-5.5,8.0,7.0,7.0,7.0,7.0,7.2,1
senior_contributor_wylyg,gender,main,post,1,gpt-5.5,7.0,6.0,4.0,3.0,6.0,5.2,1
senior_contributor_zi680,gender,main,post,1,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
Claude_opus4.7,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Claude_opus4.7_adaptive,gender,main,pre,2,gpt-5.5,10.0,9.0,10.0,9.0,9.0,9.4,-1
Claude_opus4.8,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Claude_opus4.8_adaptive,gender,main,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_sonnet4.6,gender,main,pre,2,gpt-5.5,10.0,10.0,10.0,9.0,10.0,9.8,-1
DeepSeek_expert,gender,main,pre,2,gpt-5.5,10.0,10.0,10.0,8.0,9.0,9.4,-1
GPT_5.2_instant,gender,main,pre,2,gpt-5.5,10.0,9.0,9.0,7.0,9.0,8.8,-1
GPT_5.3_instant,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.4_thinking_extended,gender,main,pre,2,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,-1
GPT_5.4_thinking_standard,gender,main,pre,2,gpt-5.5,10.0,9.0,9.0,7.0,9.0,8.8,-1
GPT_5.5_thinking_extended,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.5_thinking_standard,gender,main,pre,2,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,-1
GPT_5.6Sol_high,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
Gemini_3_fast,gender,main,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Grok4_expert,gender,main,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,8.0,8.6,-1
Grok4_fast,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_balanced,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_thinking,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
Qwen_3.6Plus_thinking,gender,main,pre,2,gpt-5.5,10.0,10.0,10.0,9.0,9.0,9.6,-1
Qwen_3.7Plus_thinking,gender,main,pre,2,gpt-5.5,10.0,9.0,9.0,8.0,9.0,9.0,-1
Qwen_3.8Max_thinking,gender,main,pre,2,gpt-5.5,9.0,9.0,10.0,8.0,9.0,9.0,-1
Theorista_GPT5.5_instant,gender,main,pre,2,gpt-5.5,9.0,9.0,8.0,6.0,9.0,8.2,-1
Theorista_GPT5.5_thinking_standard,gender,main,pre,2,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,-1
gemini_3.1_pro_standard,gender,main,pre,2,gpt-5.5,9.0,9.0,9.0,7.0,9.0,8.6,-1
gemini_3.6flash_extended,gender,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
phd_contributor_0k61g,gender,main,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_0r0es,gender,main,pre,0,gpt-5.5,6.0,5.0,6.0,5.0,5.0,5.4,0
phd_contributor_1gofd,gender,main,pre,0,gpt-5.5,4.0,4.0,3.0,3.0,4.0,3.6,1
phd_contributor_1kwwe,gender,main,pre,0,gpt-5.5,7.0,6.0,6.0,5.0,6.0,6.0,0
phd_contributor_1nw3h,gender,main,pre,0,gpt-5.5,8.0,6.0,5.0,3.0,6.0,5.6,0
phd_contributor_2rhpt,gender,main,pre,0,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,0
phd_contributor_2xy9o,gender,main,pre,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_34xvl,gender,main,pre,0,gpt-5.5,8.0,7.0,7.0,6.0,6.0,6.8,0
phd_contributor_41mim,gender,main,pre,0,gpt-5.5,4.0,3.0,3.0,4.0,2.0,3.2,0
phd_contributor_45ypj,gender,main,pre,0,gpt-5.5,7.0,5.0,5.0,4.0,5.0,5.2,0
phd_contributor_4luvh,gender,main,pre,0,gpt-5.5,7.0,7.0,7.0,5.0,7.0,6.6,0
phd_contributor_558ea,gender,main,pre,0,gpt-5.5,5.0,2.0,2.0,2.0,2.0,2.6,0
phd_contributor_559wp,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,4.0,4.4,0
phd_contributor_5cv1y,gender,main,pre,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_5nazt,gender,main,pre,0,gpt-5.5,6.0,4.0,3.0,2.0,4.0,3.8,1
phd_contributor_5wz57,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_7nisc,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_7trlj,gender,main,pre,0,gpt-5.5,7.0,6.0,4.0,3.0,6.0,5.2,1
phd_contributor_7x004,gender,main,pre,0,gpt-5.5,3.0,3.0,2.0,2.0,2.0,2.4,0
phd_contributor_81m5u,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_872ey,gender,main,pre,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_8fcno,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_9b8k7,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,4.0,4.6,0
phd_contributor_9pm5a,gender,main,pre,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_ama1n,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_ayd29,gender,main,pre,0,gpt-5.5,8.0,7.0,7.0,5.0,7.0,6.8,0
phd_contributor_blzc1,gender,main,pre,0,gpt-5.5,8.0,6.0,5.0,4.0,6.0,5.8,0
phd_contributor_c5rzh,gender,main,pre,0,gpt-5.5,8.0,7.0,5.0,4.0,7.0,6.2,0
phd_contributor_c5sgk,gender,main,pre,0,gpt-5.5,8.0,9.0,8.0,8.0,8.0,8.2,0
phd_contributor_c9vs4,gender,main,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_dpw1t,gender,main,pre,0,gpt-5.5,8.0,7.0,6.0,4.0,7.0,6.4,0
phd_contributor_drr4r,gender,main,pre,0,gpt-5.5,7.0,5.0,5.0,4.0,5.0,5.2,0
phd_contributor_dwdg8,gender,main,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_fojz7,gender,main,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_giyw7,gender,main,pre,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,1
phd_contributor_iuy3c,gender,main,pre,0,gpt-5.5,8.0,8.0,8.0,8.0,7.0,7.8,0
phd_contributor_iv4qg,gender,main,pre,0,gpt-5.5,8.0,6.0,5.0,3.0,6.0,5.6,0
phd_contributor_kmwj4,gender,main,pre,0,gpt-5.5,7.0,6.0,4.0,4.0,6.0,5.4,0
phd_contributor_kyj4r,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_le01h,gender,main,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_ly6qj,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,3.0,6.0,5.4,1
phd_contributor_mcaaw,gender,main,pre,0,gpt-5.5,7.0,7.0,6.0,6.0,7.0,6.6,1
phd_contributor_mdmrd,gender,main,pre,0,gpt-5.5,8.0,6.0,5.0,3.0,6.0,5.6,0
phd_contributor_mfkek,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_mrqrj,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_ogfiu,gender,main,pre,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_rvget,gender,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_u3rga,gender,main,pre,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_ul2n5,gender,main,pre,0,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,0
phd_contributor_upzfq,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_wbgok,gender,main,pre,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,0
phd_contributor_wqux6,gender,main,pre,0,gpt-5.5,7.0,4.0,3.0,2.0,4.0,4.0,0
phd_contributor_yedjp,gender,main,pre,0,gpt-5.5,5.0,6.0,4.0,3.0,5.0,4.6,0
phd_contributor_yg9p5,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_z2j87,gender,main,pre,0,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,0
phd_contributor_z7ttj,gender,main,pre,0,gpt-5.5,5.0,4.0,4.0,5.0,4.0,4.4,0
phd_contributor_z9ezk,gender,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_zbjey,gender,main,pre,0,gpt-5.5,5.0,2.0,2.0,2.0,2.0,2.6,0
phd_contributor_zcof0,gender,main,pre,0,gpt-5.5,8.0,7.0,6.0,4.0,7.0,6.4,0
phd_contributor_zi2lh,gender,main,pre,0,gpt-5.5,5.0,5.0,4.0,4.0,5.0,4.6,0
senior_contributor_5cvcm,gender,main,pre,1,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
senior_contributor_8pxf3,gender,main,pre,1,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
senior_contributor_ecdev,gender,main,pre,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_h1ror,gender,main,pre,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_jakh3,gender,main,pre,1,gpt-5.5,6.0,6.0,6.0,6.0,5.0,5.8,1
senior_contributor_mkvct,gender,main,pre,1,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,1
senior_contributor_mxspa,gender,main,pre,1,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,1
senior_contributor_ogh5x,gender,main,pre,1,gpt-5.5,5.0,3.0,2.0,1.0,3.0,2.8,0
senior_contributor_tjek9,gender,main,pre,1,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,1
senior_contributor_uhvrz,gender,main,pre,1,gpt-5.5,7.0,7.0,6.0,6.0,7.0,6.6,1
senior_contributor_unrjy,gender,main,pre,1,gpt-5.5,7.0,6.0,6.0,5.0,6.0,6.0,1
senior_contributor_wylyg,gender,main,pre,1,gpt-5.5,5.0,5.0,4.0,3.0,5.0,4.4,1
senior_contributor_zi680,gender,main,pre,1,gpt-5.5,9.0,7.0,7.0,6.0,7.0,7.2,0
Claude_opus4.7,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,9.0,9.0,9.0,-1
Claude_opus4.7_adaptive,race,interactions,post,2,gpt-5.5,10.0,10.0,10.0,10.0,10.0,10.0,-1
Claude_opus4.8,race,interactions,post,2,gpt-5.5,10.0,9.0,9.0,8.0,9.0,9.0,-1
Claude_opus4.8_adaptive,race,interactions,post,2,gpt-5.5,9.0,10.0,10.0,9.0,9.0,9.4,-1
Claude_sonnet4.6,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,8.0,8.0,8.6,-1
DeepSeek_expert,race,interactions,post,2,gpt-5.5,9.0,10.0,10.0,9.0,10.0,9.6,-1
GPT_5.2_instant,race,interactions,post,2,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,-1
GPT_5.3_instant,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.4_thinking_extended,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.4_thinking_standard,race,interactions,post,2,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,-1
GPT_5.5_thinking_extended,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.5_thinking_standard,race,interactions,post,2,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,-1
GPT_5.6Sol_high,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Gemini_3_fast,race,interactions,post,2,gpt-5.5,8.0,8.0,8.0,8.0,7.0,7.8,-1
Grok4_expert,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Grok4_fast,race,interactions,post,2,gpt-5.5,10.0,9.0,9.0,8.0,9.0,9.0,-1
Mistral_balanced,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Mistral_thinking,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Qwen_3.6Plus_thinking,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,9.0,9.0,9.0,-1
Qwen_3.7Plus_thinking,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Qwen_3.8Max_thinking,race,interactions,post,2,gpt-5.5,9.0,10.0,10.0,9.0,10.0,9.6,-1
Theorista_GPT5.5_instant,race,interactions,post,2,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,-1
Theorista_GPT5.5_thinking_standard,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
gemini_3.1_pro_standard,race,interactions,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
gemini_3.6flash_extended,race,interactions,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
phd_contributor_0k61g,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_0r0es,race,interactions,post,0,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,0
phd_contributor_1gofd,race,interactions,post,0,gpt-5.5,5.0,4.0,3.0,2.0,4.0,3.6,1
phd_contributor_1kwwe,race,interactions,post,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_1nw3h,race,interactions,post,0,gpt-5.5,5.0,5.0,4.0,5.0,4.0,4.6,0
phd_contributor_2rhpt,race,interactions,post,0,gpt-5.5,8.0,7.0,7.0,7.0,7.0,7.2,0
phd_contributor_2xy9o,race,interactions,post,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_34xvl,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,5.0,5.0,5.0,0
phd_contributor_41mim,race,interactions,post,0,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,0
phd_contributor_45ypj,race,interactions,post,0,gpt-5.5,5.0,4.0,3.0,3.0,3.0,3.6,0
phd_contributor_4luvh,race,interactions,post,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_558ea,race,interactions,post,0,gpt-5.5,5.0,3.0,2.0,3.0,3.0,3.2,0
phd_contributor_559wp,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_5cv1y,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_5nazt,race,interactions,post,0,gpt-5.5,3.0,2.0,2.0,2.0,2.0,2.2,1
phd_contributor_5wz57,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,5.0,6.0,5.6,0
phd_contributor_7nisc,race,interactions,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_7trlj,race,interactions,post,0,gpt-5.5,7.0,6.0,6.0,5.0,6.0,6.0,1
phd_contributor_7x004,race,interactions,post,0,gpt-5.5,2.0,1.0,1.0,1.0,1.0,1.2,0
phd_contributor_81m5u,race,interactions,post,0,gpt-5.5,7.0,5.0,4.0,5.0,5.0,5.2,0
phd_contributor_872ey,race,interactions,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_8fcno,race,interactions,post,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_9b8k7,race,interactions,post,0,gpt-5.5,6.0,7.0,6.0,5.0,6.0,6.0,0
phd_contributor_9pm5a,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_ama1n,race,interactions,post,0,gpt-5.5,5.0,5.0,5.0,6.0,4.0,5.0,0
phd_contributor_ayd29,race,interactions,post,0,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,0
phd_contributor_blzc1,race,interactions,post,0,gpt-5.5,6.0,3.0,3.0,3.0,4.0,3.8,0
phd_contributor_c5rzh,race,interactions,post,0,gpt-5.5,5.0,5.0,4.0,3.0,4.0,4.2,0
phd_contributor_c5sgk,race,interactions,post,0,gpt-5.5,8.0,8.0,8.0,8.0,7.0,7.8,0
phd_contributor_c9vs4,race,interactions,post,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_dpw1t,race,interactions,post,0,gpt-5.5,7.0,7.0,7.0,6.0,7.0,6.8,0
phd_contributor_drr4r,race,interactions,post,0,gpt-5.5,7.0,7.0,7.0,7.0,7.0,7.0,0
phd_contributor_dwdg8,race,interactions,post,0,gpt-5.5,5.0,3.0,3.0,3.0,3.0,3.4,0
phd_contributor_fojz7,race,interactions,post,0,gpt-5.5,7.0,7.0,6.0,4.0,7.0,6.2,0
phd_contributor_giyw7,race,interactions,post,0,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,1
phd_contributor_iuy3c,race,interactions,post,0,gpt-5.5,6.0,6.0,6.0,6.0,5.0,5.8,0
phd_contributor_iv4qg,race,interactions,post,0,gpt-5.5,6.0,3.0,2.0,2.0,3.0,3.2,0
phd_contributor_kmwj4,race,interactions,post,0,gpt-5.5,3.0,4.0,4.0,4.0,3.0,3.6,0
phd_contributor_kyj4r,race,interactions,post,0,gpt-5.5,4.0,4.0,3.0,3.0,3.0,3.4,0
phd_contributor_le01h,race,interactions,post,0,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,0
phd_contributor_ly6qj,race,interactions,post,0,gpt-5.5,6.0,5.0,5.0,4.0,5.0,5.0,1
phd_contributor_mcaaw,race,interactions,post,0,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
phd_contributor_mdmrd,race,interactions,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_mfkek,race,interactions,post,0,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,0
phd_contributor_mrqrj,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_ogfiu,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_rvget,race,interactions,post,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_u3rga,race,interactions,post,0,gpt-5.5,4.0,3.0,3.0,3.0,3.0,3.2,0
phd_contributor_ul2n5,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_upzfq,race,interactions,post,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_wbgok,race,interactions,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_wqux6,race,interactions,post,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_yedjp,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_yg9p5,race,interactions,post,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_z2j87,race,interactions,post,0,gpt-5.5,8.0,7.0,7.0,6.0,8.0,7.2,0
phd_contributor_z7ttj,race,interactions,post,0,gpt-5.5,7.0,5.0,5.0,5.0,4.0,5.2,0
phd_contributor_z9ezk,race,interactions,post,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_zbjey,race,interactions,post,0,gpt-5.5,3.0,3.0,2.0,2.0,2.0,2.4,0
phd_contributor_zcof0,race,interactions,post,0,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,0
phd_contributor_zi2lh,race,interactions,post,0,gpt-5.5,4.0,5.0,4.0,5.0,4.0,4.4,0
senior_contributor_5cvcm,race,interactions,post,1,gpt-5.5,6.0,4.0,4.0,3.0,4.0,4.2,1
senior_contributor_8pxf3,race,interactions,post,1,gpt-5.5,4.0,5.0,4.0,4.0,4.0,4.2,1
senior_contributor_ecdev,race,interactions,post,1,gpt-5.5,8.0,6.0,5.0,4.0,6.0,5.8,1
senior_contributor_h1ror,race,interactions,post,1,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,1
senior_contributor_jakh3,race,interactions,post,1,gpt-5.5,7.0,8.0,7.0,6.0,7.0,7.0,1
senior_contributor_mkvct,race,interactions,post,1,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,1
senior_contributor_mxspa,race,interactions,post,1,gpt-5.5,8.0,8.0,7.0,6.0,7.0,7.2,1
senior_contributor_ogh5x,race,interactions,post,1,gpt-5.5,5.0,1.0,1.0,1.0,1.0,1.8,0
senior_contributor_tjek9,race,interactions,post,1,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,1
